event_id,server_timestamp,client_id,client_timestamp
avatar_selected,1656939322730,Linux_615,1656939322466
link_access,1656939181221,Linux_249,1656939181083
avatar_selected,1656939310220,Linux_66,1656939310095
avatar_selected,1656939311519,Linux_938,1656939311399
avatar_selected,1656939318878,Linux_830,1656939318742
link_access,1656939180191,Linux_532,1656939180054
avatar_selected,1656939310357,Linux_532,1656939310202
link_access,1656939177995,Linux_421,1656939177219
joined_room,1656939310830,Linux_421,1656939310712
link_access,1656939075038,Linux_480,1656939074318
joined_room,1656939308810,Linux_66,1656939308673
link_access,1656939178669,Linux_938,1656939177852
avatar_selected,1656939331696,Linux_249,1656939331574
joined_room,1656939241699,Windows_503,1656939241535
joined_room,1656939309640,Linux_350,1656939309321
link_access,1656939180822,Linux_830,1656939180679
joined_room,1656939310112,Linux_938,1656939309983
link_access,1656939182566,Windows_503,1656939182617
joined_room,1656939321387,Linux_615,1656939321248
joined_room,1656939317405,Linux_830,1656939317276
avatar_selected,1656939241929,Windows_503,1656939241762
joined_room,1656939329047,Linux_249,1656939328922
avatar_selected,1656939312198,Linux_421,1656939312072
link_access,1656939178759,Linux_350,1656939177923
joined_room,1656939309420,Linux_532,1656939309284
link_access,1656939178013,Linux_66,1656939177125
avatar_selected,1656939310272,Linux_350,1656939310157
link_access,1656939180963,Linux_615,1656939180821
