enter_room_ms,avatar_sel_ms,users_no
375296,427653,16
373016,409265,16
355805,358234,16
341283,342976,16
346176,348452,16
358141,360428,16
314995,315871,16
336494,337979,16
326225,327031,16
40186,40440,16
357081,359845,16
358020,360285,16
263689,264156,16
343969,345002,16
326543,327476,16
346262,349228,16
276573,279211,16
