enter_room_ms,avatar_sel_ms,users_no
389315,396607,16
370007,373613,16
222950,225083,16
219102,220615,16
220774,222550,16
384630,392673,16
364136,366236,16
381067,386670,16
221529,223774,16
374125,381157,16
222804,224997,16
221383,223178,16
219055,220560,16
217416,218670,16
391736,400351,16
64700,65011,16
