event_id,server_timestamp,client_id,client_timestamp
joined_room,1657373489953,Windows_442,1657373489592
avatar_selected,1657373507126,Windows_353,1657373505121
link_access,1657373450395,Windows_740,1657373448376
avatar_selected,1657373490180,Windows_442,1657373489830
avatar_selected,1657373506612,Windows_740,1657373504604
link_access,1657373406382,Windows_60,1657373404365
link_access,1657373450468,Windows_353,1657373448393
link_access,1657373452905,Windows_442,1657373452552
joined_room,1657373506936,Windows_353,1657373504933
joined_room,1657373506026,Windows_740,1657373504018
