enter_room_ms,avatar_sel_ms,users_no
223048,225251,16
224014,225740,16
222535,224192,16
374005,377908,16
405909,412549,16
369699,372376,16
222255,224430,16
222574,224438,16
373326,375099,16
201839,202588,16
403393,409854,16
297199,298678,16
396793,401643,16
219868,220920,16
221403,222764,16
409627,426615,16
56035,56390,16
