enter_room_ms,avatar_sel_ms,users_no
245386,247379,16
247341,249794,16
330366,345289,16
234634,236059,16
306880,316370,16
308121,311453,16
318665,325757,16
242941,244386,16
246223,248388,16
243550,245019,16
319139,329278,16
328860,340920,16
245391,247457,16
176481,177710,16
241124,242192,16
241156,242325,16
107240,107438,16
