event_id,server_timestamp,client_id,client_timestamp
avatar_selected,1657371436172,Windows_420,1657371434172
avatar_selected,1657371436473,Windows_735,1657371434471
link_access,1657371254502,Windows_156,1657371252499
joined_room,1657371430234,Windows_340,1657371428237
link_access,1657371253933,Windows_340,1657371251923
avatar_selected,1657371418583,Windows_156,1657371416582
joined_room,1657371435482,Windows_735,1657371433468
link_access,1657371255233,Windows_541,1657371253224
link_access,1657371204234,Windows_638,1657371202231
joined_room,1657371435247,Windows_420,1657371433248
avatar_selected,1657371399417,Windows_528,1657371397394
avatar_selected,1657371365097,Windows_813,1657371363080
link_access,1657371253444,Windows_528,1657371251448
joined_room,1657371398562,Windows_528,1657371396551
joined_room,1657371364760,Windows_813,1657371362733
joined_room,1657371410273,Windows_541,1657371408273
avatar_selected,1657371430532,Windows_340,1657371428535
avatar_selected,1657371366235,Windows_561,1657371365910
link_access,1657371253793,Windows_420,1657371251790
joined_room,1657371417849,Windows_156,1657371415810
avatar_selected,1657371418382,Windows_474,1657371416343
joined_room,1657371365953,Windows_561,1657371365638
link_access,1657371327360,Windows_561,1657371327034
joined_room,1657371418065,Windows_474,1657371416067
link_access,1657371253604,Windows_735,1657371251601
link_access,1657371254266,Windows_813,1657371252269
link_access,1657371254254,Windows_474,1657371252256
avatar_selected,1657371412127,Windows_541,1657371410121
