event_id,server_timestamp,client_id,client_timestamp
link_access,1657370870540,Windows_298,1657370870190
avatar_selected,1657370962538,Windows_239,1657370960541
link_access,1657370868075,Windows_490,1657370866082
link_access,1657370868150,Windows_184,1657370866087
joined_room,1657370962331,Windows_239,1657370960337
avatar_selected,1657370908038,Windows_298,1657370907721
joined_room,1657370907899,Windows_298,1657370907479
avatar_selected,1657370955096,Windows_490,1657370953075
link_access,1657370819335,Windows_390,1657370817334
link_access,1657370868062,Windows_239,1657370866066
joined_room,1657370954902,Windows_490,1657370952887
joined_room,1657370951800,Windows_559,1657370949602
joined_room,1657370960506,Windows_184,1657370958515
link_access,1657370868859,Windows_559,1657370866112
