ts,ul_kBps,dl_kBps
1656308370.850303,5.27, 15.85
1656308371.8807058,4.27, 23.92
1656308372.9019697,23.56, 2271.41
1656308373.935952,20.42, 3075.53
1656308374.963516,10.33, 89.20
1656308375.9909997,37.75, 11324.03
1656308377.006894,54.05, 29527.76
1656308378.0276845,42.88, 21753.42
1656308379.1109908,72.14, 36310.80
1656308380.1586876,76.96, 33840.84
1656308381.180462,64.04, 27658.68
1656308382.2015843,12.60, 1529.47
1656308383.2139726,12.37, 1339.01
1656308384.2265,12.29, 1305.68
1656308385.2402802,11.55, 1320.53
1656308386.2606192,12.09, 1329.16
1656308387.2851274,17.32, 1456.61
1656308388.3198245,34.25, 2675.75
1656308389.3442519,25.84, 3547.34
1656308390.3735023,26.42, 1500.18
1656308391.400993,25.45, 1485.94
1656308392.423663,24.34, 1493.45
1656308393.4481688,24.25, 1474.86
1656308394.475216,25.00, 1496.04
1656308395.5043142,23.28, 1492.91
1656308396.54177,28.18, 3297.94
1656308397.578222,25.39, 1398.47
1656308398.6137013,25.18, 1637.62
1656308399.6390052,29.95, 4611.49
1656308400.667603,21.58, 1546.52
1656308401.6957328,26.31, 1530.70
1656308402.7297473,28.94, 1624.31
1656308403.754018,44.93, 9461.91
1656308404.7747388,19.22, 1402.37
1656308405.8035483,22.95, 1540.01
1656308406.8307767,22.88, 1555.30
1656308407.8492098,24.80, 1542.26
1656308408.8892696,25.98, 1538.40
1656308409.9237561,22.82, 1447.09
1656308410.9601038,25.83, 1565.20
1656308411.9909878,29.94, 1561.51
1656308413.0215366,14.95, 50.34
1656308414.0510526,13.61, 60.47
1656308415.0776064,14.22, 65.88
1656308416.109409,12.02, 73.26
1656308417.1452909,12.65, 67.82
1656308418.2024937,13.47, 60.08
1656308419.2482326,12.53, 54.96
1656308420.2743676,13.23, 54.52
1656308421.3026085,12.52, 57.84
1656308422.326289,13.02, 55.23
1656308423.3584332,14.38, 52.59
1656308424.393057,13.52, 57.58
1656308425.4263158,16.88, 59.83
1656308426.456597,12.79, 55.85
1656308427.4786463,15.21, 52.96
1656308428.5085669,13.18, 53.34
1656308429.5316336,12.93, 54.88
1656308430.5587144,13.70, 53.22
1656308431.5871532,20.76, 65.15
1656308432.6239202,17.48, 49.07
1656308433.6618469,16.57, 58.15
1656308434.6930277,13.08, 52.35
1656308435.72588,13.38, 43.91
1656308436.756121,11.79, 52.61
1656308437.791873,12.26, 50.06
1656308438.8333647,15.27, 53.05
1656308439.8607457,22.58, 61.38
1656308440.886299,14.88, 56.95
1656308441.9110675,13.86, 54.96
1656308442.9330978,13.30, 51.15
1656308443.9594219,13.45, 51.97
1656308444.988334,12.65, 53.55
1656308446.0102956,13.04, 51.52
1656308447.0491683,12.09, 51.70
1656308448.0745652,14.38, 52.84
1656308449.1134014,15.56, 54.81
1656308450.1586118,14.62, 45.19
1656308451.1876404,14.72, 53.90
1656308452.2143059,12.76, 38.05
1656308453.2425559,11.47, 35.44
1656308454.268758,12.69, 36.73
1656308455.2861469,11.35, 33.91
1656308456.3272629,12.60, 46.81
1656308457.378164,10.75, 56.88
1656308458.4106336,12.19, 55.66
1656308459.4566097,11.92, 52.39
1656308460.4967263,11.88, 52.18
1656308461.5332148,11.86, 52.90
1656308462.5617976,13.15, 50.57
