event_id,server_timestamp,client_id,client_timestamp
avatar_selected,1656314428941,Windows_275,1656314428635
avatar_selected,1656314460514,Windows_271,1656314460654
avatar_selected,1656314499398,Windows_735,1656314499536
avatar_selected,1656314453282,Windows_689,1656314453408
joined_room,1656314428712,Windows_275,1656314428397
joined_room,1656314457910,Windows_223,1656314458043
avatar_selected,1656314445617,Windows_540,1656314445758
joined_room,1656314450099,Windows_689,1656314450240
link_access,1656314419931,Windows_778,1656314419779
joined_room,1656314494721,Windows_735,1656314494848
link_access,1656314420498,Windows_689,1656314420630
avatar_selected,1656314437543,Windows_778,1656314437668
link_access,1656314419604,Windows_669,1656314419735
joined_room,1656314366682,Windows_102,1656314366826
joined_room,1656314452585,Windows_929,1656314452723
joined_room,1656314455994,Windows_271,1656314456133
link_access,1656314416022,Windows_275,1656314415698
link_access,1656314421232,Windows_271,1656314421240
joined_room,1656314436362,Windows_778,1656314436483
link_access,1656314467892,Windows_735,1656314468032
link_access,1656314419691,Windows_540,1656314419826
joined_room,1656314442725,Windows_540,1656314442865
link_access,1656314353450,Windows_102,1656314353589
avatar_selected,1656314455826,Windows_929,1656314455952
link_access,1656314420398,Windows_929,1656314420535
avatar_selected,1656314464711,Windows_223,1656314464856
link_access,1656314421699,Windows_223,1656314421845
