event_id,server_timestamp,client_id,client_timestamp
joined_room,1656314057190,Windows_421,1656314056890
link_access,1656314052289,Windows_872,1656314052426
joined_room,1656314091866,Windows_798,1656314091949
joined_room,1656314098846,Windows_456,1656314098977
link_access,1656314052546,Windows_456,1656314052684
link_access,1656314053008,Windows_798,1656314053150
avatar_selected,1656314099988,Windows_456,1656314100114
avatar_selected,1656314057422,Windows_421,1656314057119
joined_room,1656314102156,Windows_872,1656314102296
joined_room,1656313985192,Windows_429,1656313985330
joined_room,1656314088399,Windows_146,1656314088543
avatar_selected,1656314102728,Windows_872,1656314102866
link_access,1656314048292,Windows_421,1656314047990
avatar_selected,1656314093067,Windows_798,1656314093201
link_access,1656314051994,Windows_146,1656314052126
link_access,1656313912518,Windows_429,1656313912642
avatar_selected,1656314088886,Windows_146,1656314089009
