ts,ul_kBps,dl_kBps
1657293283.000512,11.54, 50.41
1657293284.0080276,20.34, 169.93
1657293285.0201516,130.40, 16208.27
1657293286.0351503,47.11, 2855.41
1657293287.0461497,25.82, 13118.38
1657293288.0631502,112.51, 30213.76
1657293289.079149,68.78, 29995.25
1657293290.0951502,52.27, 29282.04
1657293291.1111503,51.60, 31070.99
1657293292.1268098,41.71, 24110.17
1657293293.145314,50.47, 25042.61
1657293294.163653,35.32, 23681.65
1657293295.1854858,41.12, 17893.58
1657293296.1960688,29.14, 19321.12
1657293297.2140296,33.97, 20819.72
1657293298.2331018,41.15, 22118.04
1657293299.2529864,54.56, 22872.11
1657293300.27347,75.89, 26309.82
1657293301.2914698,109.08, 24897.84
1657293302.30747,116.53, 26062.12
1657293303.3294737,112.02, 22010.44
1657293304.3484702,152.66, 21455.34
1657293305.3624723,129.25, 21608.35
1657293306.3864717,108.21, 21694.24
1657293307.402473,108.93, 19134.57
1657293308.4205067,105.58, 21805.47
1657293309.4404716,112.11, 22224.90
1657293310.4614692,111.68, 23766.03
1657293311.4764745,118.88, 22722.13
1657293312.4955142,117.67, 22572.02
1657293313.5104735,125.54, 21337.16
1657293314.528472,128.11, 19483.91
1657293315.5404708,147.64, 14714.45
1657293316.5554752,151.52, 15188.25
1657293317.56847,132.15, 14562.34
1657293318.5834713,107.86, 11449.70
1657293319.597471,76.50, 11049.58
1657293320.609469,68.85, 2786.69
1657293321.623471,69.30, 2564.12
1657293322.6404717,41.08, 127.14
1657293323.6564686,57.31, 6511.58
1657293324.6684744,58.75, 4379.17
1657293325.6874723,41.25, 166.81
1657293326.7044752,48.24, 163.47
1657293327.7244723,44.63, 171.35
1657293328.7394726,46.03, 171.13
1657293329.7514741,42.84, 157.89
1657293330.7654757,44.59, 157.94
1657293331.7834706,39.74, 152.42
1657293332.7974696,37.46, 154.14
1657293333.810475,41.67, 156.75
1657293334.82547,39.67, 154.09
1657293335.8434734,40.86, 156.99
1657293336.8574758,39.45, 149.62
1657293337.8704734,38.74, 153.10
1657293338.8874753,40.13, 150.32
1657293339.901473,41.55, 149.02
1657293340.9164717,35.20, 145.59
1657293341.9374757,37.42, 138.41
1657293342.9514747,61.48, 171.59
1657293343.964471,93.82, 18132.10
1657293344.975472,77.69, 14071.47
1657293345.993475,74.40, 10507.17
1657293347.0104718,62.92, 5379.74
1657293348.0264747,58.41, 200.52
1657293349.0404716,65.01, 340.39
1657293350.058475,58.64, 313.37
1657293351.0764728,61.11, 240.52
1657293352.090472,51.19, 300.35
1657293353.1054726,67.01, 1127.73
1657293354.1184688,72.69, 1048.81
1657293355.131473,61.76, 850.57
1657293356.1484718,68.64, 4137.52
1657293357.1614718,54.70, 663.08
1657293358.178469,57.19, 2822.78
1657293359.1914732,59.95, 2769.53
1657293360.2094753,55.15, 1058.80
1657293361.2244723,62.58, 317.24
1657293362.2404716,63.81, 299.16
1657293363.2574704,57.71, 201.85
1657293364.2744732,69.40, 2660.08
1657293365.287471,64.14, 213.66
1657293366.3024719,60.54, 225.93
1657293367.3184748,59.64, 206.43
1657293368.3324723,53.26, 199.44
1657293369.348476,64.80, 216.27
1657293370.3594766,52.44, 206.61
1657293371.37147,52.11, 202.33
1657293372.3864715,52.98, 200.97
1657293373.4004695,54.38, 204.53
1657293374.4134753,55.54, 202.80
1657293375.4284723,52.99, 199.60
1657293376.44347,53.83, 197.61
1657293377.4544704,51.23, 193.27
1657293378.470473,52.25, 195.15
1657293379.48247,48.22, 185.82
1657293380.496472,47.82, 183.38
1657293381.5064733,51.30, 194.15
1657293382.524469,50.51, 198.57
1657293383.5364718,54.46, 212.91
1657293384.5494723,53.88, 200.36
1657293385.5614731,51.83, 199.22
1657293386.5744703,53.42, 202.66
1657293387.585471,50.98, 174.15
