enter_room_ms,avatar_sel_ms,users_no
74818,78185,16
124580,126650,16
18919,19220,16
125754,132705,16
139207,152744,16
141357,146648,16
135870,165018,16
70370,71457,16
60464,60981,16
100786,102881,16
20307,20579,16
21046,21403,16
19075,19417,16
139864,152899,16
19178,19189,16
42720,43085,16
122353,124441,16
