ts,ul_kBps,dl_kBps
1656677901.41714,2.95, 1.00
1656677902.4602494,4.24, 24.25
1656677903.4853408,24.27, 2260.82
1656677904.4980319,10.87, 661.48
1656677905.5357306,17.66, 2476.11
1656677906.5670798,4.08, 28.73
1656677907.5928733,29.31, 4880.07
1656677908.6214736,12.49, 5177.18
1656677909.6365883,17.80, 5735.56
1656677910.6542237,15.14, 6519.77
1656677911.6697488,18.10, 7574.82
1656677912.684473,13.34, 5971.18
1656677913.7054725,15.21, 5855.97
1656677914.7255852,14.11, 5258.99
1656677915.753754,14.92, 6072.42
1656677916.7742803,15.29, 6058.96
1656677917.8070288,15.74, 5719.31
1656677918.8255086,19.11, 7124.45
1656677919.8549807,63.88, 5408.41
1656677920.8820157,41.46, 5433.92
1656677921.9054825,46.98, 5211.13
1656677922.919217,47.71, 5313.55
1656677923.9342017,48.56, 5806.72
1656677924.9489372,45.90, 5620.10
1656677925.9649098,53.68, 5690.00
1656677926.9892235,52.32, 5745.20
1656677927.9998257,62.54, 7018.90
1656677929.0172386,78.83, 10997.70
1656677930.035386,78.20, 10967.21
1656677931.0613346,78.77, 10706.61
1656677932.0775084,29.99, 11520.74
1656677933.0986803,19.27, 8567.43
1656677934.1151707,1.48, 250.95
1656677935.1351736,0.43, 2.73
1656677936.1581004,0.31, 0.20
1656677937.1831963,8.33, 23.52
1656677938.222167,23.32, 2693.43
1656677939.247736,6.03, 4.18
1656677940.2752712,11.28, 1.67
1656677941.2949622,11.02, 1.71
1656677942.3139148,11.40, 1.51
1656677943.3343165,11.41, 1.85
1656677944.3688662,10.51, 1.67
1656677945.4013884,10.54, 1.52
1656677946.4272606,10.03, 1.55
1656677947.4570405,11.31, 1.60
1656677948.4904294,18.08, 8.53
1656677949.5164545,10.54, 1.66
1656677950.5490623,9.73, 1.59
1656677951.578066,9.82, 1.62
1656677952.598117,11.23, 1.57
1656677953.6313186,10.54, 1.80
1656677954.660818,9.50, 1.38
1656677955.6898508,9.54, 1.54
1656677956.7209487,10.02, 1.74
1656677957.7507753,23.38, 8.27
1656677958.7824013,9.98, 1.71
1656677959.8109875,9.65, 1.55
1656677960.830399,9.82, 1.62
1656677961.8616407,22.49, 18.81
1656677962.888273,10.11, 2.02
1656677963.9204607,9.61, 1.42
1656677964.9416158,10.31, 1.74
1656677965.9600296,10.44, 1.67
1656677966.9790843,11.95, 5.13
1656677968.0026152,9.77, 1.83
1656677969.0224755,11.10, 1.62
1656677970.0508456,10.10, 1.48
1656677971.0795438,10.06, 1.65
1656677972.1126008,10.60, 1.60
1656677973.1472337,9.98, 2.45
1656677974.1787193,10.35, 1.44
1656677975.194016,9.79, 1.45
1656677976.224997,10.04, 1.58
1656677977.2455587,11.08, 1.68
1656677978.28046,9.64, 1.66
1656677979.3127131,10.32, 1.43
1656677980.3343732,10.76, 2.43
1656677981.3678281,9.53, 1.60
1656677982.3969462,11.67, 1.60
1656677983.4247785,10.84, 2.28
1656677984.4554682,17.00, 6.37
1656677985.4760542,10.22, 1.39
1656677986.4970202,9.93, 1.52
1656677987.5161364,10.96, 2.55
1656677988.5362413,10.03, 1.83
1656677989.568225,10.77, 1.66
1656677990.5916202,10.61, 3.85
1656677991.6191711,10.32, 3.23
1656677992.6543384,12.14, 16.34
1656677993.6844015,11.59, 16.63
1656677994.7155607,13.61, 116.43
1656677995.735208,11.05, 1.62
1656677996.75269,10.56, 1.56
1656677997.7717538,12.40, 1.77
1656677998.7901301,15.38, 194.97
1656677999.8062167,10.23, 329.03
1656678000.826093,11.49, 301.90
1656678001.8570664,13.50, 813.50
1656678002.882983,15.77, 1824.00
1656678003.9080873,19.92, 3048.42
1656678004.9288986,11.72, 113.27
1656678005.9624333,10.30, 1.52
1656678006.9967577,10.68, 1.42
1656678008.0188608,12.47, 2.61
1656678009.0530634,13.11, 2.52
1656678010.0822623,9.94, 1.29
1656678011.1185625,10.63, 1.42
1656678012.1528804,10.79, 1.61
1656678013.1858985,10.63, 1.68
1656678014.2196364,10.56, 1.42
1656678015.2409916,9.97, 1.36
1656678016.270568,12.31, 775.15
1656678017.3005674,21.43, 3268.20
1656678018.332682,16.90, 1159.44
1656678019.3637056,11.06, 1.40
1656678020.3852015,10.38, 0.32
1656678021.4145715,14.39, 2.82
1656678022.455638,12.23, 1.66
1656678023.4813702,13.63, 4.66
1656678024.4985929,9.43, 1.55
1656678025.5380485,10.25, 1.64
1656678026.570222,10.77, 1.57
1656678027.6014361,11.91, 1.66
1656678028.6335485,10.34, 1.84
1656678029.6696243,10.13, 1.47
1656678030.7037182,9.47, 1.61
1656678031.7308962,9.51, 1.55
1656678032.7677524,12.02, 1.62
1656678033.7943063,14.09, 5.15
1656678034.8199277,11.18, 7.59
1656678035.8454194,10.56, 2.95
1656678036.8848534,10.52, 1.53
1656678037.914343,11.00, 1.74
1656678038.9335334,12.44, 4.22
1656678039.9733336,16.29, 9.49
1656678041.0087512,12.53, 14.21
1656678042.04253,12.41, 14.19
1656678043.0700054,13.20, 9.50
1656678044.1035242,14.73, 908.15
1656678045.1262214,11.64, 919.20
1656678046.1600838,10.69, 9.07
1656678047.1899676,11.35, 9.34
1656678048.2161188,10.76, 9.33
1656678049.2547565,11.77, 10.86
1656678050.2765527,10.77, 14.41
1656678051.3078847,10.60, 13.43
1656678052.3363428,11.38, 11.75
1656678053.3670657,10.84, 13.31
1656678054.4042816,10.73, 12.69
1656678055.4371526,11.13, 13.91
1656678056.467632,11.57, 20.23
1656678057.5079637,13.09, 11.68
1656678058.5360365,14.70, 14.62
1656678059.5685287,9.45, 13.37
1656678060.5946536,13.14, 14.49
1656678061.6190014,10.23, 12.65
1656678062.6431477,12.18, 13.53
1656678063.6720161,7.90, 12.88
1656678064.692832,9.39, 13.38
1656678065.7230148,11.60, 13.40
1656678066.7614582,10.37, 11.47
1656678067.788666,11.22, 12.59
1656678068.8160377,10.94, 13.05
1656678069.844857,11.39, 12.16
1656678070.8740318,11.25, 14.25
1656678071.9065807,11.59, 11.70
1656678072.9256282,11.74, 14.12
1656678073.9607844,10.90, 12.94
1656678074.9939861,11.09, 13.28
1656678076.0209026,9.47, 13.96
1656678077.0479052,11.53, 12.23
1656678078.0802686,17.07, 15.43
1656678079.1130214,10.57, 12.70
1656678080.1533706,11.40, 14.02
1656678081.1853714,11.03, 12.56
