enter_room_ms,avatar_sel_ms,users_no
270796,273157,16
266911,268746,16
307428,321192,16
317397,336022,16
322941,354378,16
318087,355236,16
277530,282153,16
316964,347457,16
269133,271729,16
276266,282735,16
320699,359965,16
298860,307644,16
235631,237141,16
300938,311985,16
