event_id,server_timestamp,client_id,client_timestamp
joined_room,1656589732896,Linux_838,1656589732778
joined_room,1656589733780,Linux_657,1656589733529
avatar_selected,1656589732539,Linux_74,1656589732211
link_access,1656589673034,Linux_895,1656589672911
link_access,1656589672820,Linux_74,1656589672707
link_access,1656589659966,Linux_965,1656589659836
link_access,1656589672904,Linux_838,1656589672761
link_access,1656589673407,Linux_657,1656589673290
avatar_selected,1656589734227,Linux_838,1656589734097
avatar_selected,1656589735083,Linux_657,1656589734962
avatar_selected,1656589735011,Linux_895,1656589734885
joined_room,1656589733601,Linux_895,1656589733475
joined_room,1656589731622,Linux_74,1656589731410
