event_id,server_timestamp,client_id,client_timestamp
link_access,1657292481138,Windows_52,1657292480672
link_access,1657292479957,Windows_500,1657292479489
link_access,1657292480815,Windows_369,1657292480354
avatar_selected,1657292552272,Windows_369,1657292551812
joined_room,1657292555409,Windows_132,1657292554946
link_access,1657292502670,Windows_497,1657292502485
avatar_selected,1657292499491,Windows_512,1657292499010
joined_room,1657292522977,Windows_497,1657292522788
avatar_selected,1657292558776,Windows_132,1657292558313
joined_room,1657292621002,Windows_52,1657292620531
link_access,1657292481543,Windows_202,1657292481076
link_access,1657292481476,Windows_343,1657292480595
joined_room,1657292499244,Windows_195,1657292498781
joined_room,1657292603063,Windows_919,1657292602562
avatar_selected,1657292523249,Windows_497,1657292523065
avatar_selected,1657292614248,Windows_202,1657292613776
avatar_selected,1657292498875,Windows_737,1657292498412
joined_room,1657292623343,Windows_284,1657292622882
link_access,1657292481986,Windows_284,1657292480968
joined_room,1657292551185,Windows_369,1657292550707
link_access,1657292433652,Windows_371,1657292433179
avatar_selected,1657292499545,Windows_195,1657292499085
link_access,1657292481378,Windows_804,1657292480885
avatar_selected,1657292606744,Windows_489,1657292606280
avatar_selected,1657292524463,Windows_804,1657292523967
joined_room,1657292501003,Windows_500,1657292500308
avatar_selected,1657292605151,Windows_919,1657292604694
joined_room,1657292498864,Windows_737,1657292498183
joined_room,1657292524098,Windows_804,1657292523609
avatar_selected,1657292541859,Windows_474,1657292541384
link_access,1657292481420,Windows_153,1657292480912
link_access,1657292480074,Windows_512,1657292479595
link_access,1657292480710,Windows_919,1657292480251
joined_room,1657292606000,Windows_153,1657292605475
link_access,1657292480878,Windows_474,1657292480374
link_access,1657292480325,Windows_195,1657292479863
link_access,1657292480591,Windows_132,1657292480126
avatar_selected,1657292608070,Windows_153,1657292607606
link_access,1657292481042,Windows_223,1657292480587
avatar_selected,1657292634037,Windows_52,1657292633378
link_access,1657292479686,Windows_737,1657292479219
joined_room,1657292617346,Windows_343,1657292616879
link_access,1657292503863,Windows_489,1657292503366
joined_room,1657292620249,Windows_223,1657292619786
avatar_selected,1657292628634,Windows_284,1657292628150
joined_room,1657292607297,Windows_202,1657292606743
joined_room,1657292499149,Windows_512,1657292498672
avatar_selected,1657292646494,Windows_343,1657292646027
joined_room,1657292541342,Windows_474,1657292540876
avatar_selected,1657292633786,Windows_223,1657292633329
joined_room,1657292441691,Windows_371,1657292441228
joined_room,1657292604649,Windows_489,1657292604178
avatar_selected,1657292501360,Windows_500,1657292500859
