event_id,server_timestamp,client_id,client_timestamp
joined_room,1657293317929,Windows_728,1657293317449
joined_room,1657293302733,Windows_627,1657293302273
avatar_selected,1657293316149,Windows_526,1657293315685
avatar_selected,1657293322093,Windows_746,1657293321878
joined_room,1657293247929,Windows_236,1657293247460
link_access,1657293242530,Windows_236,1657293242050
link_access,1657293290560,Windows_746,1657293290354
avatar_selected,1657293303425,Windows_627,1657293302935
avatar_selected,1657293314889,Windows_580,1657293314421
joined_room,1657293316003,Windows_526,1657293315535
joined_room,1657293318030,Windows_746,1657293317831
link_access,1657293286556,Windows_526,1657293286094
link_access,1657293286284,Windows_580,1657293285816
joined_room,1657293314187,Windows_580,1657293313715
avatar_selected,1657293318133,Windows_728,1657293317669
link_access,1657293286632,Windows_728,1657293285915
link_access,1657293286410,Windows_627,1657293285951
