event_id,server_timestamp,client_id,client_timestamp
link_access,1657290492850,Windows_679,1657290492409
avatar_selected,1657290622297,Windows_679,1657290621848
joined_room,1657290609796,Windows_763,1657290609141
avatar_selected,1657290515923,Windows_38,1657290515437
avatar_selected,1657290546814,Windows_780,1657290546334
link_access,1657290493199,Windows_833,1657290492172
link_access,1657290491874,Windows_593,1657290491423
joined_room,1657290628217,Windows_796,1657290627758
avatar_selected,1657290610837,Windows_763,1657290610364
avatar_selected,1657290545952,Windows_422,1657290545493
link_access,1657290492598,Windows_74,1657290491936
joined_room,1657290535141,Windows_123,1657290534654
joined_room,1657290452892,Windows_995,1657290452425
link_access,1657290493170,Windows_780,1657290492152
link_access,1657290493046,Windows_422,1657290492063
link_access,1657290491778,Windows_763,1657290491291
avatar_selected,1657290512949,Windows_901,1657290512480
avatar_selected,1657290572963,Windows_885,1657290572442
joined_room,1657290627881,Windows_593,1657290627423
link_access,1657290491987,Windows_885,1657290491533
joined_room,1657290515736,Windows_38,1657290515167
joined_room,1657290541602,Windows_74,1657290541148
avatar_selected,1657290635887,Windows_728,1657290635425
joined_room,1657290545461,Windows_422,1657290544991
joined_room,1657290512652,Windows_901,1657290512189
link_access,1657290445859,Windows_995,1657290444804
joined_room,1657290546168,Windows_780,1657290545692
joined_room,1657290550778,Windows_572,1657290550633
link_access,1657290492092,Windows_123,1657290491026
link_access,1657290491734,Windows_38,1657290491284
joined_room,1657290546957,Windows_833,1657290546503
avatar_selected,1657290630557,Windows_593,1657290630074
joined_room,1657290619713,Windows_679,1657290619271
link_access,1657290515535,Windows_572,1657290515364
link_access,1657290493074,Windows_731,1657290492061
joined_room,1657290610726,Windows_731,1657290610264
joined_room,1657290629595,Windows_728,1657290629134
link_access,1657290491278,Windows_258,1657290490640
avatar_selected,1657290514235,Windows_258,1657290513780
avatar_selected,1657290548091,Windows_833,1657290547609
avatar_selected,1657290630238,Windows_796,1657290629782
link_access,1657290492798,Windows_728,1657290492242
avatar_selected,1657290551115,Windows_572,1657290550954
avatar_selected,1657290542046,Windows_74,1657290541590
avatar_selected,1657290630655,Windows_436,1657290630209
joined_room,1657290513913,Windows_258,1657290513424
avatar_selected,1657290535483,Windows_123,1657290534974
link_access,1657290492193,Windows_901,1657290490870
link_access,1657290492583,Windows_796,1657290491965
joined_room,1657290571909,Windows_885,1657290571460
avatar_selected,1657290615892,Windows_731,1657290615439
link_access,1657290493318,Windows_436,1657290492425
joined_room,1657290628927,Windows_436,1657290628470
