event_id,server_timestamp,client_id,client_timestamp
link_access,1656936337967,Linux_926,1656936337818
joined_room,1656936461568,Linux_406,1656936461423
link_access,1656936338044,Linux_58,1656936337871
joined_room,1656936462006,Linux_926,1656936461862
link_access,1656936340164,Linux_33,1656936340046
link_access,1656936338134,Linux_304,1656936337975
link_access,1656936341050,Windows_340,1656936341134
link_access,1656936340689,Linux_504,1656936340560
joined_room,1656936455212,Linux_304,1656936455042
avatar_selected,1656936463004,Linux_406,1656936462843
avatar_selected,1656936491190,Linux_91,1656936491069
avatar_selected,1656936495591,Linux_472,1656936495481
joined_room,1656936490490,Linux_91,1656936490370
avatar_selected,1656936456045,Linux_304,1656936455899
joined_room,1656936494143,Linux_472,1656936494024
avatar_selected,1656936493052,Linux_504,1656936492940
avatar_selected,1656936460227,Linux_58,1656936460077
link_access,1656936339242,Linux_91,1656936339125
joined_room,1656936468400,Linux_33,1656936468278
avatar_selected,1656936414045,Windows_340,1656936414124
joined_room,1656936491982,Linux_504,1656936491848
avatar_selected,1656936463470,Linux_926,1656936463312
link_access,1656936338522,Linux_406,1656936338356
joined_room,1656936458874,Linux_58,1656936458727
link_access,1656936340579,Linux_472,1656936340452
link_access,1656936235062,Linux_919,1656936234906
joined_room,1656936413852,Windows_340,1656936413908
avatar_selected,1656936469326,Linux_33,1656936469219
