event_id,server_timestamp,client_id,client_timestamp
avatar_selected,1656935298245,Linux_371,1656935298106
avatar_selected,1656935320903,Linux_828,1656935320761
avatar_selected,1656935322516,Linux_162,1656935322376
joined_room,1656935321634,Linux_162,1656935321481
joined_room,1656935295397,Windows_848,1656935295504
link_access,1656935245360,Windows_848,1656935245466
joined_room,1656935297773,Linux_371,1656935297639
link_access,1656935241500,Linux_162,1656935241155
avatar_selected,1656935308451,Linux_479,1656935308339
link_access,1656935138780,Linux_714,1656935138630
link_access,1656935242964,Linux_479,1656935242850
avatar_selected,1656935295599,Windows_848,1656935295710
joined_room,1656935307992,Linux_479,1656935307878
link_access,1656935242451,Linux_371,1656935242337
joined_room,1656935320072,Linux_828,1656935319930
link_access,1656935241355,Linux_828,1656935241218
