event_id,server_timestamp,client_id,client_timestamp
link_access,1656675949769,Linux_400,1656675949611
joined_room,1656675992885,Linux_400,1656675992737
avatar_selected,1656675990824,Linux_268,1656675990678
joined_room,1656675987251,Windows_681,1656675986791
link_access,1656675950712,Windows_681,1656675950264
joined_room,1656675990123,Linux_268,1656675989971
link_access,1656675949857,Linux_268,1656675949627
avatar_selected,1656675987460,Windows_681,1656675987013
avatar_selected,1656675994128,Linux_400,1656675993973
link_access,1656675846789,Linux_700,1656675846481
