enter_room_ms,avatar_sel_ms,users_no
362356,364237,16
201825,203770,16
198709,199949,16
203595,204753,16
202931,204726,16
201514,202816,16
363673,366063,16
196340,197465,16
400625,407390,16
472938,475883,16
202435,204098,16
359416,360529,16
388354,393673,16
391723,398748,16
196878,197864,16
405702,413824,16
44513,44745,16
